Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,futures_price
HDFCBANK,16-Nov-17,30-Nov-17,PE,2000,0,0,0,140,140,187.55,0,0,0,500,0,1809.3
HDFCBANK,16-Nov-17,30-Nov-17,PE,2020,0,0,0,217.15,0,207.5,0,0,0,0,0,1809.3
HDFCBANK,16-Nov-17,30-Nov-17,PE,2040,0,0,0,235.6,0,227.45,0,0,0,0,0,1809.3
HDFCBANK,16-Nov-17,30-Nov-17,PE,1400,0,0,0,0.05,0,0,0,0,0,0,0,1809.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,2060,0.35,2.2,0.35,2.2,2.2,2.2,14,144.29,0.09,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1460,0,0,0,339.3,0,368.8,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,2000,2,2.7,1.7,2.2,2.15,2.2,296,2963.47,3.47,302500,-37500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,2020,1.9,1.9,1.9,1.9,1.9,1.9,4,40.44,0.04,60500,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,2040,0,0,0,2.25,2.25,0,0,0,0,85000,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1880,6.3,10.95,5.8,9.05,8.85,9.05,516,4873.27,22.87,276000,-17000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1900,4.75,7.6,4.2,6.55,6.25,6.55,515,4908.66,16.16,664000,-4000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1920,3.45,5.65,3.45,4.85,4.7,4.85,77,741.03,1.83,69000,11000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1940,2.95,4.25,2.95,3.6,3.7,3.6,280,2721.09,5.09,238500,-15500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1960,2.95,3.6,2.95,3.15,3.15,3.15,24,235.58,0.38,38000,6500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1760,66.4,78.05,66.4,72.55,72.55,72.55,13,119.15,4.75,20000,-500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1780,48.25,62,48.25,59.8,59.8,59.8,22,202.28,6.48,27500,-9500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1800,32,48.9,28.65,41.55,40,41.55,414,3812,86,244500,44000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1820,19.6,34,18.85,29,26.5,29,1273,11752.4,168.1,198000,-88500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1840,12.7,23.9,12.05,19.45,18,19.45,1847,17169.27,176.87,477500,34500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1860,9,16.05,8.15,13.05,12,13.05,1372,12846.38,86.78,284500,-36000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1680,0,0,0,122,122,149.35,0,0,0,2500,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1700,138,138,138,138,138,138,1,9.19,0.69,8500,-500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1720,0,0,0,81.8,81.8,109.85,0,0,0,1500,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1740,0,0,0,65,65,90.6,0,0,0,4500,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1580,0,0,0,223.45,0,249.1,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1600,0,0,0,204,204,229.15,0,0,0,13000,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1620,0,0,0,186.75,0,209.15,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1640,0,0,0,169.1,0,189.2,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1660,0,0,0,143,143,169.25,0,0,0,4000,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1480,0,0,0,319.7,0,348.85,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1500,0,0,0,300.15,0,328.9,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1520,0,0,0,280.75,0,308.95,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1540,0,0,0,261.4,0,289,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1560,0,0,0,242.3,0,269.05,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1380,0,0,0,417.9,0,448.65,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1400,0,0,0,398.25,0,428.7,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1420,0,0,0,378.55,0,408.75,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1440,0,0,0,358.9,0,388.75,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,CE,1980,2.7,2.7,2.4,2.4,2.4,2.4,23,228,0.3,29000,11500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1380,0,0,0,0.05,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,2060,0,0,0,254.35,0,229.9,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1420,0,0,0,0.05,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1440,0,0,0,0.1,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1460,0,0,0,0.15,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1480,0,0,0,0.25,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1500,0,0,0,0.4,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1520,0,0,0,0.65,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1540,0,0,0,1.05,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1560,0,0,0,1.6,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1580,0,0,0,2.45,0,0,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1600,0.35,2.2,0.35,0.5,0.5,0.5,12,96.06,0.06,11500,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1620,0,0,0,2,2,0,0,0,0,12000,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1640,0,0,0,3.2,3.2,0,0,0,0,4500,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1660,0,0,0,0.8,0.8,0.05,0,0,0,18000,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1680,0,0,0,1.25,1.25,0.05,0,0,0,3500,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1700,1,1.25,1,1.15,1.25,1.15,24,204.13,0.13,53000,-6500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1720,1.4,1.6,1.25,1.25,1.25,1.25,11,94.68,0.08,26000,-1000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1740,2,2.6,1.6,2,1.6,2,269,2343.31,3.01,96000,5000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1760,4.55,4.55,2.8,3.1,3.2,3.1,304,2680.54,5.34,157000,-13500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1780,7.85,7.85,4.95,5.35,5.7,5.35,425,3794.91,12.41,138500,-4500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1800,9.8,13.95,8.2,9.4,10,9.4,880,7963.13,43.13,478000,-4000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1820,24.15,24.2,13.5,16.25,17.65,16.25,565,5187.61,46.11,119000,46500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1840,26.55,32,22.75,25.25,28.25,25.25,224,2089.05,28.25,82500,-3000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1860,42,44,35,37,37,37,15,142.32,2.82,32000,-3000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1880,54.55,54.55,54.55,54.55,54.55,54.55,1,9.67,0.27,33500,-500,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1900,72.5,75,70,75,75,75,7,69,2.5,12500,-2000,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1920,0,0,0,131.25,0,91.6,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1940,0,0,0,141,141,110.75,0,0,0,4000,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1960,0,0,0,164,0,130.35,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1980,0,0,0,181.25,0,150.15,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,2000,0,0,0,140,140,170.05,0,0,0,500,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,2020,0,0,0,217.15,0,190,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,2040,0,0,0,235.6,0,209.95,0,0,0,0,0,1832.3
HDFCBANK,17-Nov-17,30-Nov-17,PE,1400,0,0,0,0.05,0,0,0,0,0,0,0,1832.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1380,0,0,0,417.9,0,460.55,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1400,0,0,0,398.25,0,440.55,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1420,0,0,0,378.55,0,420.6,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1440,0,0,0,358.9,0,400.65,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1460,0,0,0,339.3,0,380.65,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1480,0,0,0,319.7,0,360.7,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1500,0,0,0,300.15,0,340.75,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1520,0,0,0,280.75,0,320.75,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1540,0,0,0,261.4,0,300.8,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1560,0,0,0,242.3,0,280.85,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1580,0,0,0,223.45,0,260.85,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1600,0,0,0,204,204,240.9,0,0,0,13000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1620,0,0,0,186.75,0,220.95,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1640,0,0,0,169.1,0,201,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1660,0,0,0,143,143,181,0,0,0,4000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1680,0,0,0,122,122,161.05,0,0,0,2500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1700,0,0,0,138,138,141.1,0,0,0,8500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1720,0,0,0,81.8,81.8,121.2,0,0,0,1500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1740,0,0,0,65,65,101.45,0,0,0,4500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1760,81.55,81.55,77.5,77.5,77.5,77.5,4,36.78,1.58,19500,-500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1780,63.5,66,63.5,65,65,65,7,64.58,2.28,27000,-500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1800,43.35,49.35,43.35,46.6,47.35,46.6,117,1080.06,27.06,225000,-19500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1820,31.75,35,29,31.2,31.5,31.2,147,1361.07,23.37,181000,-17000,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1840,20.45,23.25,18,19.95,19,19.95,989,9202.95,104.15,430500,-47000,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1860,14,15.55,12,13.4,12.8,13.4,627,5875.01,43.91,348000,63500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1880,15.5,15.5,8.15,8.85,8.5,8.85,300,2834.24,14.24,302500,26500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1900,10.25,10.25,5.9,6.15,5.95,6.15,338,3222.1,11.1,652500,-11500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1920,4.55,5.15,3,4.3,3,4.3,50,481.16,1.16,74000,5000,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1940,3.3,4,3.3,3.5,3.55,3.5,72,699.67,1.27,239000,500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1960,3.1,3.1,2.75,3.1,3.1,3.1,35,343.52,0.52,52500,14500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,1980,0,0,0,2.4,2.4,0.05,0,0,0,29000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,2000,2.5,2.6,1.85,2.05,1.85,2.05,228,2282.41,2.41,280500,-22000,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,2020,0,0,0,1.9,1.9,0,0,0,0,60500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,2040,0,0,0,2.25,2.25,0,0,0,0,85000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,CE,2060,0,0,0,2.2,2.2,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1380,0,0,0,0.05,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,2060,0,0,0,254.35,0,218.35,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1420,0,0,0,0.05,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1440,0,0,0,0.1,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1460,0,0,0,0.15,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1480,0,0,0,0.25,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1500,0,0,0,0.4,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1520,0,0,0,0.65,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1540,0,0,0,1.05,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1560,0,0,0,1.6,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1580,0,0,0,2.45,0,0,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1600,0,0,0,0.5,0.5,0,0,0,0,11500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1620,0,0,0,2,2,0,0,0,0,12000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1640,0,0,0,3.2,3.2,0,0,0,0,4500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1660,0,0,0,0.8,0.8,0,0,0,0,18000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1680,0,0,0,1.25,1.25,0,0,0,0,3500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1700,0,0,0,1.15,1.25,0.05,0,0,0,53000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1720,0,0,0,1.25,1.25,0.1,0,0,0,26000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1740,1.55,1.65,1.3,1.65,1.65,1.65,34,296.05,0.25,92500,-3500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1760,2.4,2.75,1.7,1.9,2,1.9,150,1321.69,1.69,131500,-25500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1780,4.8,4.8,3,3.3,3.35,3.3,236,2104.94,4.54,142000,3500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1800,7.4,9.4,5.55,6.05,6.55,6.05,390,3523.4,13.4,487500,9500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1820,12.5,14.55,10.4,11.15,11.25,11.15,369,3380.62,22.72,127500,8500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1840,22,24.25,18.9,19.5,19.35,19.5,231,2149.42,24.22,92000,9500,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1860,32.3,35.85,32.25,32.25,32.25,32.25,10,94.67,1.67,32000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1880,0,0,0,54.55,54.55,44.75,0,0,0,33500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1900,64.5,68.55,64.5,65,65,65,4,39.32,1.32,11500,-1000,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1920,0,0,0,131.25,0,79.8,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1940,0,0,0,141,141,99,0,0,0,4000,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1960,0,0,0,164,0,118.7,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1980,0,0,0,181.25,0,138.55,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,2000,0,0,0,140,140,158.45,0,0,0,500,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,2020,0,0,0,217.15,0,178.4,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,2040,0,0,0,235.6,0,198.4,0,0,0,0,0,1840.3
HDFCBANK,20-Nov-17,30-Nov-17,PE,1400,0,0,0,0.05,0,0,0,0,0,0,0,1840.3
HDFCBANK,21-Nov-17,30-Nov-17,CE,1380,0,0,0,417.9,0,468.4,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,2060,0,0,0,2.2,2.2,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1420,0,0,0,378.55,0,428.45,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1440,0,0,0,358.9,0,408.5,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1460,0,0,0,339.3,0,388.5,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1480,0,0,0,319.7,0,368.55,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1500,0,0,0,300.15,0,348.6,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1520,0,0,0,280.75,0,328.6,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1540,0,0,0,261.4,0,308.65,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1560,0,0,0,242.3,0,288.65,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1580,0,0,0,223.45,0,268.7,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1600,0,0,0,204,204,248.75,0,0,0,13000,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1620,0,0,0,186.75,0,228.75,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1640,0,0,0,169.1,0,208.8,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1660,0,0,0,143,143,188.85,0,0,0,4000,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1680,0,0,0,122,122,168.85,0,0,0,2500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1700,0,0,0,138,138,148.9,0,0,0,8500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1720,0,0,0,81.8,81.8,128.95,0,0,0,1500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1740,0,0,0,65,65,109.05,0,0,0,4500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1760,0,0,0,77.5,77.5,89.35,0,0,0,19500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1780,69.9,76,69.9,76,76,76,10,92.57,3.57,23000,-4000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1800,52.05,57.5,49.1,53.35,51.85,53.35,71,657.82,18.82,205500,-19500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1820,32.95,39.8,32.95,36.25,35.4,36.25,181,1679.89,32.79,159000,-22000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1840,23.55,25.85,20.95,22.8,21.85,22.8,1024,9538.59,117.79,283500,-147000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1860,15,16.5,13.2,14.4,13.9,14.4,856,8023.77,62.97,316500,-31500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1880,8.6,10.45,7.95,8.8,7.95,8.8,496,4685.25,22.85,314000,11500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1900,6,6.95,5.35,5.6,5.35,5.6,382,3640.49,11.49,661500,9000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1920,4.45,4.6,3.95,4,4,4,25,240.54,0.54,81500,7500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1940,3.3,3.65,3,3.1,3,3.1,100,971.68,1.68,209000,-30000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1960,2.6,2.75,2.45,2.5,2.5,2.5,42,412.15,0.55,40000,-12500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1980,2.25,2.35,2.15,2.35,2.35,2.35,58,574.86,0.66,17000,-12000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,2000,2.1,2.3,1.9,1.95,2,1.95,124,1241.3,1.3,287500,7000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,2020,1.5,1.7,1.5,1.55,1.7,1.55,13,131.4,0.1,55000,-5500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,2040,0,0,0,2.25,2.25,0,0,0,0,85000,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,CE,1400,0,0,0,398.25,0,448.45,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1380,0,0,0,0.05,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,2060,0,0,0,254.35,0,210.6,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1420,0,0,0,0.05,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1440,0,0,0,0.1,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1460,0,0,0,0.15,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1480,0,0,0,0.25,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1500,0,0,0,0.4,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1520,0,0,0,0.65,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1540,0,0,0,1.05,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1560,0,0,0,1.6,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1580,0,0,0,2.45,0,0,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1600,0,0,0,0.5,0.5,0,0,0,0,11500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1620,0,0,0,2,2,0,0,0,0,12000,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1640,0,0,0,3.2,3.2,0,0,0,0,4500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1660,0.2,0.2,0.2,0.2,0.2,0.2,2,16.6,0,19000,1000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1680,0,0,0,1.25,1.25,0,0,0,0,3500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1700,0.5,0.5,0.5,0.5,0.5,0.5,2,17.01,0.01,53000,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1720,0.6,0.6,0.6,0.6,0.6,0.6,1,8.6,0,25500,-500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1740,1.05,1.5,0.9,0.9,0.9,0.9,25,217.63,0.13,92000,-500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1760,1.15,1.75,1,1.65,1.55,1.65,93,819.03,0.63,123000,-8500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1780,2.75,2.95,1.75,2.55,2.95,2.55,277,2468.47,3.17,129500,-12500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1800,5.4,5.4,3.05,4.35,4.6,4.35,1062,9579.42,21.42,303500,-184000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1820,9.95,10,6.35,7.25,7.85,7.25,386,3526.87,14.27,142000,14500,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1840,18.5,18.5,12.05,13.7,13.8,13.7,597,5533.33,40.93,139000,47000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1860,28.4,28.4,19.8,22.8,22.55,22.8,69,649.61,7.91,42000,10000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1880,0,0,0,54.55,54.55,37.85,0,0,0,33500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1900,58.1,58.1,51,51,51,51,6,58.61,1.61,12500,1000,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1920,0,0,0,131.25,0,72.1,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1940,0,0,0,141,141,91.25,0,0,0,4000,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1960,0,0,0,164,0,110.9,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1980,0,0,0,181.25,0,130.75,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,2000,0,0,0,140,140,150.7,0,0,0,500,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,2020,0,0,0,217.15,0,170.65,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,2040,0,0,0,235.6,0,190.65,0,0,0,0,0,1849.4
HDFCBANK,21-Nov-17,30-Nov-17,PE,1400,0,0,0,0.05,0,0,0,0,0,0,0,1849.4
